citingPaperId,citedPaperId
4ab50fd5-e0e8-44aa-acf1-a7a131293e7c,5481cf9f-d3ba-425e-9d74-82b2b7d1af52
4ab944df-bc19-49e5-90e0-34bf9083a4a8,6b1b6658-5e5c-4e6a-8254-57c8d00fd4bd
4abe9ec5-650f-4761-9207-bb35bf4ffe71,56cd3fdb-73ff-431e-8945-d673f9469f33
4abe9ec5-650f-4761-9207-bb35bf4ffe71,6849dbcc-ec06-4e1a-9420-2d3cba9153c7
4ac5278d-ea90-4c10-a18d-4b1e6e62965d,5a7af86c-c0af-40b5-af93-db70e31e1826
4ac5278d-ea90-4c10-a18d-4b1e6e62965d,678a8480-9415-449f-afc9-2b0df3c7e6e2
4ac5278d-ea90-4c10-a18d-4b1e6e62965d,6a752c9f-ffff-45ad-8f7c-40462599d861
4ac5278d-ea90-4c10-a18d-4b1e6e62965d,6b8fe409-8689-4e1a-b756-c6aa0720e38f
4ad5a0ef-eb44-4523-b483-f232aeae4a08,6820b9d6-39ef-4689-8bf4-70b085052998
4ad974cf-4c34-44c7-9587-73238926679b,60ea3b85-359c-4712-80aa-81100ce85b7b
4adc4b73-ab48-4c55-a115-e28a8d052728,55839982-d604-45fa-afdb-bfca41d3bd06
4ae36b85-52c0-4743-9444-3020b3fcad07,61bcb3b2-2855-416c-bd95-41a0b80fc3e3
4ae74cfb-ab9a-4fa5-85f7-d9e82eae4e33,6a752c9f-ffff-45ad-8f7c-40462599d861
4aea48d0-ad0a-49d0-8d8d-254da7f88289,4b61798d-fa0f-4140-a836-baf2129e30ef
4aefe226-85d2-4005-99bb-1392f063fce2,4cb34b17-5c8d-4fc3-a863-a1b83002c67f
4af02482-c837-4691-9187-3b57968e7d0b,4d7d646b-dac0-4e2f-8e58-8ce2aa2ba6dd
4af38829-8cf3-40a8-93fe-a8b8e7299208,559c2078-b2d3-4fd7-b80c-04620a34f942
4af52a40-5d92-40c5-a7b7-546b8f2f7ff6,504b0716-052f-443a-a1aa-9989fce2039f
4af84d38-c356-47e7-b616-4736e9a6929a,598c5808-ed24-4b30-b7b2-565520d442e6
4afa09c8-e827-4e2d-9f9f-87d3f78788d5,67cfb6a4-846a-4f7d-9fca-1fc9337663cd
4b0861cd-a252-4d12-9dd3-6be1b361b212,5538b634-04f3-4d09-bb4e-90055817e3b1
4b0861cd-a252-4d12-9dd3-6be1b361b212,64859ee4-7e72-4a0e-bb2f-a4ba56cb2358
4b0f2e43-4140-4580-aafd-c15c6901e28f,4c859183-ef97-49be-ba88-e096def9acf2
4b10b98d-a397-4360-818f-75a2a4393499,50c5d693-8972-4d99-9b66-da2590377f70
4b11c8ce-7bd9-4cb8-bb39-ce968f3eb208,536a3752-101b-4dc5-9111-fe949d38fb3f
4b16cec4-f2fd-465c-8eeb-477b54bc8669,6422adbb-24ae-4e30-8c78-7092a92eba99
4b21b143-8a52-4a36-9cb1-06f4be2c2250,4f4b4cde-624a-408d-8abc-868d52428fc7
4b21b143-8a52-4a36-9cb1-06f4be2c2250,5080d2de-4eb7-49e1-94ef-1b717383eab0
4b21b143-8a52-4a36-9cb1-06f4be2c2250,5b29d666-8dfb-4248-a993-703f892de6bb
4b246597-647b-47cf-a188-68674096228d,6b3483b2-504d-454e-8f03-e58ad4c7f4b0
4b260cf6-8f12-49b0-a09c-ab99187f13ee,5549e969-9d70-4bda-8d44-a9994cfe01a8
4b292ecd-b812-4085-bdb6-ff6a597af6d2,4e49afc3-4afc-4266-abed-f9c53405a470
4b292ecd-b812-4085-bdb6-ff6a597af6d2,5de99dee-6647-4ebf-b20b-fe970cfd062b
4b292ecd-b812-4085-bdb6-ff6a597af6d2,6a78663f-a1fa-42cb-aeb2-629006888e14
4b2b5bd9-568c-43bb-a1eb-336c948599a5,61e615e7-f78f-4f1e-b604-343ecf4b2ec9
4b2c9393-df89-4bd9-a25a-806d8dea2b4f,559c2078-b2d3-4fd7-b80c-04620a34f942
4b2c9393-df89-4bd9-a25a-806d8dea2b4f,5de99dee-6647-4ebf-b20b-fe970cfd062b
4b3226d3-cbeb-4808-862a-d1b66bcb1c79,651dfcfa-6eb3-4f74-988d-5a79b42243a0
4b39234c-6a4f-416b-9f20-de66148190d2,4db07e17-cfcf-4e62-bec4-9a5581bc4dce
4b3c481a-40ad-41a5-90d2-2bbe9f0d17fb,4cc10aa0-0832-4be1-919e-4627078de7ab
4b3c481a-40ad-41a5-90d2-2bbe9f0d17fb,651936ef-858b-4042-9c6f-19636941b49d
4b413bb7-3aae-4283-82a3-bbfb53437ba1,62b39f60-2702-4cca-8097-0f4461e0a684
4b43b21f-5c56-4e14-ba95-9528f674dc7d,646c2c09-fdf0-4f39-9109-57d5eae61435
4b441abd-f312-4a8b-95e9-3e962854a3be,4bdac34d-7464-4ce4-baa0-076713d1b41d
4b441abd-f312-4a8b-95e9-3e962854a3be,6a1192dd-9ef7-4e20-83d7-05f25016c730
4b459414-7ee9-470d-93eb-dbc7ab32db8c,5762e1a0-c3d9-410b-8d1f-844c4dc9cda1
4b46991e-0c92-4184-be2f-36443d56d1ca,6b0b974e-e490-439b-8b5f-476baee352e7
4b511bda-a698-4429-bc24-6ca629d4368d,6a69ce3c-3751-44e2-ba34-b77d571bdcb3
4b511bda-a698-4429-bc24-6ca629d4368d,6acdadd8-d600-432b-a16f-b73178eea9ab
4b5319f9-cde6-43b9-b3a5-6072ce4ca2d6,6a343a32-b18c-4b21-8cba-b04e71a1d675
4b561a7b-221d-4cba-bb86-e33fe9ef157c,5a3bebf0-856d-47c7-84b8-7725b1037c3c
4b561a7b-221d-4cba-bb86-e33fe9ef157c,6a28d416-464a-48de-b109-11d208b1e09e
4b56b243-db11-4dab-aa62-3b93e3bfdc36,4be42600-f2e6-45de-94b0-d0cb7bb2edc7
4b589661-cd7b-4d9c-b806-8f20c08324cf,6540a34b-570f-43a9-bcac-5288684bf8bc
4b591abe-a3b0-42d9-b4a5-209663b4b2e2,61e615e7-f78f-4f1e-b604-343ecf4b2ec9
4b5a223b-b81c-4205-92b2-a49bc091b5da,5a1293cb-de05-4777-8f07-1dc1615c40d0
4b5d438c-2c59-4684-80cc-b084cf4beecd,6b72bf82-6c7b-4fb6-addb-7bb5402a156e
4b61798d-fa0f-4140-a836-baf2129e30ef,4d8c4a8c-f7f0-4063-a576-e28326f6ced3
4b61ec44-3437-47ac-a556-be513337c270,5d7468bc-ede1-4bf9-9c0c-29133b7b4bbf
4b66c417-a563-4df3-a7bf-09ceac6d3290,68bdc749-f646-4d7a-bcfc-b95e4b99246e
4b6ef955-319e-4f4e-b8f1-724b0e0e7682,5e0456b0-699e-4cbd-a096-1cab7dd4c597
4b72a8d6-dccf-45ae-a0fe-6ad5152cfa03,5844f8e8-bbe6-45ad-b124-6828ddcf9498
4b77f980-7935-401b-badb-7685b551ea8d,4c9e196e-6196-4e5a-9f0a-107ed3c74ae9
4b79ed0b-31e6-4cdf-8dfd-71353edc0788,6adcb309-2671-4732-93dc-4a40e3ad2f57
4b7feb81-262b-4c77-8c1c-a123401ba3a6,558b29cb-0803-4d41-9fcb-44bd62eb0e9c
4b864235-9079-486a-a4ac-61d2b8e3e395,5b93fd19-ba56-427e-a831-476ff718ef22
4b88b457-bfa0-45a6-9653-2f116bc3f6ad,613841ae-c925-4aee-9c2e-8675213e4bbf
4b8f02e4-9346-4817-8cfb-6fa8a1bf0ae3,50024d2d-b164-44d9-96eb-02c63d5c1b51
4b8f02e4-9346-4817-8cfb-6fa8a1bf0ae3,594278ea-396c-4ffe-a409-02fe03a5c0fe
4b8f7072-06e2-469e-8bf7-127624db0308,55c27c5a-3767-4437-8ef8-4f56cff8ba51
4b8f7072-06e2-469e-8bf7-127624db0308,58f71435-c85c-4840-88c1-9038d95d9310
4b989ba3-65e3-44e3-ab05-9a9ac3e6ff35,5be8bbd5-ed46-4def-9f61-7c364bf478dd
4ba25c30-fd06-4429-826a-829e7f591dcc,5762e1a0-c3d9-410b-8d1f-844c4dc9cda1
4ba26124-cc69-4f03-95af-7065caa1b95a,6acdadd8-d600-432b-a16f-b73178eea9ab
4baeaa5a-2659-4fb7-87b2-6d0fcb1167fd,5de99dee-6647-4ebf-b20b-fe970cfd062b
4baeaa5a-2659-4fb7-87b2-6d0fcb1167fd,627284d7-8e09-4c8c-9a14-c67e13135e28
4baeaa5a-2659-4fb7-87b2-6d0fcb1167fd,66d35a60-3259-4981-8165-ca90ddb44259
4baeaa5a-2659-4fb7-87b2-6d0fcb1167fd,6a78663f-a1fa-42cb-aeb2-629006888e14
4bb13354-b5a5-45a8-a222-d6b3e6287971,56cd3fdb-73ff-431e-8945-d673f9469f33
4bb13354-b5a5-45a8-a222-d6b3e6287971,66143cd6-c4ce-4c85-ae52-4ffa0c1cd8bc
4bb3de5e-6923-4db7-809b-d5c866e82f7b,4b3226d3-cbeb-4808-862a-d1b66bcb1c79
4bb3de5e-6923-4db7-809b-d5c866e82f7b,651dfcfa-6eb3-4f74-988d-5a79b42243a0
4bb6405c-23e4-4242-b4d3-d212c0f0c126,5923573a-4721-4179-be33-3ecd6a61ca33
4bc14d55-aa35-4ff7-b079-f6093449a96c,5691f4e8-8f10-4cf2-879c-d36c23b36ce4
4bc14d55-aa35-4ff7-b079-f6093449a96c,651dfcfa-6eb3-4f74-988d-5a79b42243a0
4bc481a1-c372-4722-9c57-9b4ba2c1c466,4af52a40-5d92-40c5-a7b7-546b8f2f7ff6
4bc66dad-3837-40eb-9a80-ccaf054a025a,66d10ddf-b669-4755-b686-b18b66331c43
4bcaad51-7cd1-4904-b395-698b92d22d0f,6acdadd8-d600-432b-a16f-b73178eea9ab
4bcdb32a-0875-471c-90b8-4054d4782896,617e3b79-9720-41ed-9abb-9758d97c7f80
4bd0c039-ad10-4dcf-a801-dbdf610f77d5,5a0fbcf2-1e4a-4e02-aa4d-6c0b1b8a1d78
4bd4ce8e-1a41-4948-b8d7-fc9ec43a27db,4b8f02e4-9346-4817-8cfb-6fa8a1bf0ae3
4bd59985-ba5c-4402-b625-e0546ecd0191,5081ba39-ed0e-42a5-ab93-924b341f40c9
4bda2ffb-6b0b-43dc-9f0a-95172e9ffce3,5fcd9b83-8275-49c5-8e72-8bcaf0b859d9
4bdac34d-7464-4ce4-baa0-076713d1b41d,50111d3b-0605-4007-904e-ebc786740e54
4bde9629-465e-4519-a541-0f69202425ce,5662ee01-7eee-4d90-962e-aca19c3e903c
4be06892-5958-4447-9e32-3cfaae7be7f6,6a406807-c329-45d7-8e39-7141a4af0c1f
4be06892-5958-4447-9e32-3cfaae7be7f6,6acdadd8-d600-432b-a16f-b73178eea9ab
4be26984-10dc-47d1-85e1-521dee47a722,58235517-0ec9-4dab-aadd-d579683b9344
4be26984-10dc-47d1-85e1-521dee47a722,63a2e6b0-21cd-48ee-b849-f01f7463fbc8
4be42600-f2e6-45de-94b0-d0cb7bb2edc7,66143cd6-c4ce-4c85-ae52-4ffa0c1cd8bc
4be44c30-a877-4f19-8529-4e7faccb8243,4e35b9bd-8ee9-4f78-b07c-1b31f7d3b25c
4be6604c-4f50-494a-ac4d-ee8c6db22b7d,6a752c9f-ffff-45ad-8f7c-40462599d861
4be676ea-a544-478b-9f02-952f3e61de69,612cdfa8-3d4a-46c7-b903-c0c705671aeb
4be8cf93-7dba-4281-a800-b8e0910c544d,56d1ce03-b119-43ac-954a-3fbd6dc47f10
4bee3d70-d3c6-4998-967e-f9c0c3738624,514cc7f9-4cb9-4a2c-bf35-2a9fbddccc35
4beff121-d66f-4048-a832-5200294d17c4,4dc837fa-804c-46e9-b619-e3a019c3c027
4beff121-d66f-4048-a832-5200294d17c4,667db4c6-373a-4990-9e9d-b9b2d220676e
4bf06138-a7c4-4d7c-948d-f744fcd063de,53a93891-d61d-4797-ba05-a34123607da5
4c0382ac-e19a-4b7f-aa4c-2f67755e5430,63640a5e-ad61-42ef-95ea-2350cce0d510
4c0382ac-e19a-4b7f-aa4c-2f67755e5430,64297a2b-9432-432b-bb7d-c8bb6119613d
4c0413aa-672c-47ed-b1d5-dd0df4356cf1,646c2c09-fdf0-4f39-9109-57d5eae61435
4c0ad4f5-02f4-42e0-955c-defc9284a163,4af52a40-5d92-40c5-a7b7-546b8f2f7ff6
4c151881-213c-460d-b0ed-642db9f77939,51eb113b-b334-4297-9132-cfa50914d202
4c1a1661-aabc-4e0d-8f41-e7321878f469,63423370-bcae-400e-bd81-ff908a39fdd9
4c1cf422-8d53-4021-8ed6-021dffd8239e,4df004e1-b013-4da9-8157-0999add3a12b
4c22d592-7dae-416a-b376-a000a5ded3cc,5d1c1331-1509-416a-81a3-a325998a2fbf
4c250040-2422-49a8-8372-254001a2de0a,56cd3fdb-73ff-431e-8945-d673f9469f33
4c250040-2422-49a8-8372-254001a2de0a,5feaa1ea-94a4-4642-9e66-3593be6a237f
4c250040-2422-49a8-8372-254001a2de0a,6bd64a2c-0a6a-4970-af84-7a324de6eaa9
4c31c352-5933-45c8-b208-60aa25fc332a,569b777f-eb40-4fa8-9567-c5844c8c3522
4c3790d1-b76d-45da-83a3-4b38ea4d8278,652ca64a-46b8-4cc4-90e5-d71de3973201
4c396fcd-ad5b-4c50-8462-32dc9c58e7a2,5de99dee-6647-4ebf-b20b-fe970cfd062b
4c3e90e7-fc12-457c-8925-fb5456ad15cb,5d1c1331-1509-416a-81a3-a325998a2fbf
4c402355-933d-4fcc-927b-b2542cda9fe6,57fb791a-e1b5-4e50-ad27-692db32dd459
4c4145cf-8198-4ae9-a540-dc1c2c965e95,5850df89-5314-46e0-a897-4dafb7128eb4
4c44394b-1d58-4aed-9c11-dc59a8afcf77,4c859183-ef97-49be-ba88-e096def9acf2
4c486b51-f5b9-4353-8af6-9ce9ce6d340c,569b777f-eb40-4fa8-9567-c5844c8c3522
4c4f7e97-a572-495f-b56a-7d40c09761f7,4be42600-f2e6-45de-94b0-d0cb7bb2edc7
4c50f59b-578d-41de-8528-3e60944eb876,5e80a236-18d6-4216-868e-74492a97cee1
4c514429-f38b-4010-b334-d036470d389a,51aba28f-c7a1-4e9e-9545-bc8888338738
4c514429-f38b-4010-b334-d036470d389a,51c9d396-abd9-4fe8-ba9f-9c87a19268bf
4c514429-f38b-4010-b334-d036470d389a,57d41c61-2165-47c8-8087-b6253162fc24
4c514429-f38b-4010-b334-d036470d389a,584852a1-2375-4c56-84ce-20333b8663b0
4c514429-f38b-4010-b334-d036470d389a,5de99dee-6647-4ebf-b20b-fe970cfd062b
4c514429-f38b-4010-b334-d036470d389a,621d5194-b8fa-4703-97a6-3617e8266332
4c514429-f38b-4010-b334-d036470d389a,66d35a60-3259-4981-8165-ca90ddb44259
4c514429-f38b-4010-b334-d036470d389a,6a78663f-a1fa-42cb-aeb2-629006888e14
4c529a8e-0521-4bd3-a115-294704a61f70,4f2dbf05-8cc8-4444-9ba5-6c5835f10e30
4c556b83-c865-45bf-8b0a-2623263d0ed8,4ca3597c-64ba-4831-b4c3-9b947a16fbf0
4c556b83-c865-45bf-8b0a-2623263d0ed8,4cfc28a4-b309-449c-be66-a660f51b1d69
4c556b83-c865-45bf-8b0a-2623263d0ed8,4df004e1-b013-4da9-8157-0999add3a12b
4c5b77bc-c7b3-4f92-8686-2c9b514e383c,606ab5e5-f6f2-472c-97ff-c7feb798bb07
4c5ddbc2-480b-492e-86d6-7f48b613b851,5bde28c8-ec39-4229-9265-c97490690a58
4c5ddbc2-480b-492e-86d6-7f48b613b851,6a752c9f-ffff-45ad-8f7c-40462599d861
4c6247b4-35c2-4d10-a30e-1ea3d83a8c38,62873630-5a62-4537-81d2-d7799ceecf2c
4c655003-1468-4d73-a41e-e09dceb163be,4b8f02e4-9346-4817-8cfb-6fa8a1bf0ae3
4c6573e2-f6e7-4204-bb84-2cb7fb2b3687,60ad6a53-c1c4-4823-818d-ff6a5ff43753
4c72ea48-dbbf-469d-9738-3eea8a7cff94,4ea70462-d93e-4a07-bf0f-56bee7e987d6
4c732bf0-810e-42de-8b92-759774e406f0,598c5808-ed24-4b30-b7b2-565520d442e6
4c764bde-aa7b-4585-8b60-59a0e21e15f6,569b777f-eb40-4fa8-9567-c5844c8c3522
4c7893a2-7bcf-4008-84de-871048975442,642f5305-d03d-4ef5-a226-8a8ffec2dd90
